date,value
03-Sep-12,6
04-Sep-12,5
05-Sep-12,4
06-Sep-12,6
07-Sep-12,3
08-Sep-12,14
09-Sep-12,8
10-Sep-12,5
11-Sep-12,8
12-Sep-12,7
13-Sep-12,5
14-Sep-12,4
15-Sep-12,6
16-Sep-12,10
17-Sep-12,3
18-Sep-12,4
19-Sep-12,5
20-Sep-12,7
22-Sep-12,9
23-Sep-12,4
24-Sep-12,2
25-Sep-12,1
26-Sep-12,5
27-Sep-12,3
28-Sep-12,4
29-Sep-12,12
30-Sep-12,8
01-Oct-12,11
02-Oct-12,5
03-Oct-12,5
04-Oct-12,4
05-Oct-12,9
06-Oct-12,10
07-Oct-12,14
08-Oct-12,9
09-Oct-12,5
10-Oct-12,6
11-Oct-12,2
12-Oct-12,6
13-Oct-12,3
14-Oct-12,5
15-Oct-12,2
17-Oct-12,3
18-Oct-12,6
19-Oct-12,3
20-Oct-12,4
21-Oct-12,9
22-Oct-12,2
23-Oct-12,9
24-Oct-12,3
25-Oct-12,8
26-Oct-12,9
27-Oct-12,20
28-Oct-12,8
29-Oct-12,3
30-Oct-12,8
31-Oct-12,7
01-Nov-12,1
02-Nov-12,3
03-Nov-12,5
04-Nov-12,6
05-Nov-12,5
06-Nov-12,3
07-Nov-12,2
08-Nov-12,5
09-Nov-12,14
10-Nov-12,12
11-Nov-12,13
12-Nov-12,3
13-Nov-12,4
14-Nov-12,8
15-Nov-12,3
16-Nov-12,1
17-Nov-12,9
18-Nov-12,13
19-Nov-12,3
20-Nov-12,5
21-Nov-12,10
22-Nov-12,7
23-Nov-12,14
24-Nov-12,7
25-Nov-12,14
26-Nov-12,7
27-Nov-12,5
28-Nov-12,7
29-Nov-12,5
30-Nov-12,7
01-Dec-12,9
02-Dec-12,11
03-Dec-12,7
04-Dec-12,8
05-Dec-12,3
06-Dec-12,2
07-Dec-12,6
08-Dec-12,2
09-Dec-12,16
10-Dec-12,7
11-Dec-12,13
12-Dec-12,3
15-Dec-12,10
16-Dec-12,7
17-Dec-12,5
18-Dec-12,5
19-Dec-12,4
20-Dec-12,8
21-Dec-12,16
22-Dec-12,3
23-Dec-12,9
24-Dec-12,9
25-Dec-12,20
26-Dec-12,1
27-Dec-12,3
28-Dec-12,9
29-Dec-12,12
30-Dec-12,11
31-Dec-12,44
01-Jan-13,55
02-Jan-13,13
03-Jan-13,5
04-Jan-13,10
05-Jan-13,10
06-Jan-13,2
07-Jan-13,7
08-Jan-13,7
09-Jan-13,3
10-Jan-13,10
11-Jan-13,13
12-Jan-13,9
13-Jan-13,11
14-Jan-13,3
15-Jan-13,2
16-Jan-13,6
17-Jan-13,5
18-Jan-13,8
19-Jan-13,12
20-Jan-13,6
21-Jan-13,4
22-Jan-13,8
23-Jan-13,2
24-Jan-13,4
25-Jan-13,7
26-Jan-13,11
27-Jan-13,10
28-Jan-13,4
29-Jan-13,2
30-Jan-13,8
31-Jan-13,3
01-Feb-13,6
02-Feb-13,3
03-Feb-13,12
04-Feb-13,4
05-Feb-13,3
06-Feb-13,6
07-Feb-13,3
08-Feb-13,9
09-Feb-13,10
10-Feb-13,12
11-Feb-13,8
12-Feb-13,6
13-Feb-13,9
14-Feb-13,8
15-Feb-13,6
16-Feb-13,14
17-Feb-13,16
18-Feb-13,15
19-Feb-13,5
20-Feb-13,5
21-Feb-13,4
23-Feb-13,13
24-Feb-13,17
25-Feb-13,10
26-Feb-13,2
27-Feb-13,9
28-Feb-13,5
01-Mar-13,6
02-Mar-13,18
03-Mar-13,10
04-Mar-13,7
05-Mar-13,7
06-Mar-13,3
07-Mar-13,2
08-Mar-13,6
09-Mar-13,14
10-Mar-13,6
11-Mar-13,4
12-Mar-13,2
13-Mar-13,6
14-Mar-13,9
15-Mar-13,6
16-Mar-13,4
17-Mar-13,8
18-Mar-13,2
19-Mar-13,4
20-Mar-13,4
21-Mar-13,1
22-Mar-13,13
23-Mar-13,11
24-Mar-13,10
25-Mar-13,5
26-Mar-13,3
27-Mar-13,6
28-Mar-13,6
29-Mar-13,4
30-Mar-13,7
31-Mar-13,13
01-Apr-13,7
02-Apr-13,10
03-Apr-13,7
04-Apr-13,9
05-Apr-13,7
06-Apr-13,18
07-Apr-13,12
08-Apr-13,4
09-Apr-13,9
10-Apr-13,6
11-Apr-13,8
12-Apr-13,14
13-Apr-13,14
14-Apr-13,20
15-Apr-13,6
16-Apr-13,10
17-Apr-13,12
18-Apr-13,11
19-Apr-13,15
20-Apr-13,12
21-Apr-13,8
22-Apr-13,6
23-Apr-13,8
24-Apr-13,4
25-Apr-13,11
26-Apr-13,5
27-Apr-13,6
28-Apr-13,7
29-Apr-13,6
30-Apr-13,5
01-May-13,5
02-May-13,10
03-May-13,8
04-May-13,13
05-May-13,10
06-May-13,8
07-May-13,2
08-May-13,4
09-May-13,6
10-May-13,10
11-May-13,9
12-May-13,3
13-May-13,2
14-May-13,5
15-May-13,4
16-May-13,4
17-May-13,9
18-May-13,14
19-May-13,15
20-May-13,7
21-May-13,4
22-May-13,6
23-May-13,11
24-May-13,10
25-May-13,12
26-May-13,24
27-May-13,8
28-May-13,6
29-May-13,5
30-May-13,12
31-May-13,3
01-Jun-13,14
02-Jun-13,9
03-Jun-13,5
04-Jun-13,6
05-Jun-13,10
06-Jun-13,8
07-Jun-13,10
08-Jun-13,13
09-Jun-13,17
10-Jun-13,8
11-Jun-13,8
12-Jun-13,8
13-Jun-13,8
14-Jun-13,13
15-Jun-13,6
16-Jun-13,19
17-Jun-13,11
18-Jun-13,10
19-Jun-13,17
20-Jun-13,10
21-Jun-13,9
22-Jun-13,16
23-Jun-13,15
24-Jun-13,9
25-Jun-13,11
26-Jun-13,13
27-Jun-13,10
28-Jun-13,8
29-Jun-13,24
30-Jun-13,23
01-Jul-13,6
02-Jul-13,12
03-Jul-13,24
04-Jul-13,45
05-Jul-13,36
06-Jul-13,14
07-Jul-13,11
08-Jul-13,10
09-Jul-13,5
10-Jul-13,4
11-Jul-13,9
12-Jul-13,19
13-Jul-13,17
14-Jul-13,20
15-Jul-13,13
16-Jul-13,12
17-Jul-13,2
18-Jul-13,4
19-Jul-13,7
20-Jul-13,21
21-Jul-13,12
22-Jul-13,8
23-Jul-13,9
24-Jul-13,8
25-Jul-13,8
26-Jul-13,16
27-Jul-13,18
28-Jul-13,5
29-Jul-13,13
30-Jul-13,9
31-Jul-13,18
01-Aug-13,9
02-Aug-13,12
03-Aug-13,22
04-Aug-13,11
05-Aug-13,10
06-Aug-13,12
07-Aug-13,11
08-Aug-13,10
09-Aug-13,10
10-Aug-13,18
11-Aug-13,24
12-Aug-13,3
13-Aug-13,7
14-Aug-13,10
15-Aug-13,13
16-Aug-13,10
17-Aug-13,13
18-Aug-13,19
19-Aug-13,6
20-Aug-13,14
21-Aug-13,7
22-Aug-13,8
23-Aug-13,14
24-Aug-13,21
25-Aug-13,7
26-Aug-13,9
27-Aug-13,9
28-Aug-13,9
29-Aug-13,7
30-Aug-13,8
31-Aug-13,12
01-Sep-13,14
02-Sep-13,13
03-Sep-13,6
04-Sep-13,10
05-Sep-13,8
06-Sep-13,7
07-Sep-13,24
08-Sep-13,14
09-Sep-13,6
10-Sep-13,5
11-Sep-13,1
12-Sep-13,13
13-Sep-13,8
14-Sep-13,22
15-Sep-13,25
16-Sep-13,14
17-Sep-13,11
18-Sep-13,5
19-Sep-13,14
20-Sep-13,15
21-Sep-13,16
22-Sep-13,11
23-Sep-13,14
24-Sep-13,2
26-Sep-13,6
27-Sep-13,10
28-Sep-13,16
29-Sep-13,9
30-Sep-13,13
01-Oct-13,10
02-Oct-13,4
03-Oct-13,11
04-Oct-13,12
05-Oct-13,20
06-Oct-13,18
